ID;Idade;GrupoIdade;Rotatividade;Viagem;HoraTrabalhada;Departamento;DistanciaCasa;Educacao;AreadeAtuacao;ContagemEmpregados;NumeroEmpregados;SatisfacaoAmbiental;Gênero;TaxaHoraria;InvolvimentoTrabalho;NivelTrabalho;CargoTrabalho;SatisfacaoTrabalho;EstadoCivil;RendaMensal;PisoSalarial;TaxaMensal;NumEmpresasTrabalhadas;AcimaDe18;HoraExtra;PercentualdeAumentoSalarial;AvaliacaoDesempenho;SatisfacaoRelacionamento;HorarioPadrao;ComprarAcoes;AnosTrabalhados;TempodeTreinoAnoPassado;BalancaPessoal;AnosDeEmpresa;AnosNoCargoAtual;AnosDesdeAUtilmaPromocao;AnosComoDiretor
RM1328;46;46-55;Não;Viaja_Raramente;1319;Vendas;3;3;Graduação Técnica;1;1863;1;Feminino;45;4;4;Vendas Executive;1;Divorciado;13225;10k-15k;7739;2;Sim;Não;12;3;4;80;1;25;5;3;19;17;2;8
RM1334;46;46-55;Sim;Viaja_Raramente;1254;Vendas;10;3;Ciências Humanas;1;1869;3;Feminino;64;3;3;Vendas Executive;2;Casado;7314;5k-10k;14011;5;Sim;Não;21;4;3;80;3;14;2;3;8;7;0;7
RM272;47;46-55;Sim;Não_Viaja;666;Pesquisa e Desenvolvimento;29;4;Ciências Humanas;1;376;1;Masculino;88;3;3;Manager;2;Casado;11849;10k-15k;10268;1;Sim;Sim;12;3;4;80;1;10;2;2;10;7;9;9
RM330;47;46-55;Não;Viaja_Raramente;1482;Pesquisa e Desenvolvimento;5;5;Ciências Humanas;1;447;4;Masculino;42;3;5;Research Director;3;Casado;18300;15k+;16375;4;Sim;Não;11;3;2;80;1;21;2;3;3;2;1;1
RM348;47;46-55;Não;Viaja_Frequentemente;1309;Vendas;4;1;Médica;1;467;2;Masculino;99;3;2;Representativo de Vendas;3;Solteiro;2976;Ate 5k;25751;3;Sim;Não;19;3;1;80;0;5;3;3;0;0;0;0
RM429;47;46-55;Não;Viaja_Raramente;983;Pesquisa e Desenvolvimento;2;2;Médica;1;574;1;Feminino;65;3;2;Diretor de Manufatura;4;Divorciado;5070;5k-10k;7389;5;Sim;Não;13;3;3;80;3;20;2;3;5;0;0;4
RM533;47;46-55;Não;Viaja_Raramente;703;Vendas;14;4;Marketing;1;728;4;Masculino;42;3;2;Vendas Executive;1;Solteiro;4960;Ate 5k;11825;2;Sim;Não;12;3;4;80;0;20;2;3;7;7;1;7
RM545;47;46-55;Não;Viaja_Frequentemente;217;Vendas;3;3;Médica;1;746;4;Feminino;49;3;4;Vendas Executive;3;Divorciado;13770;10k-15k;10225;9;Sim;Sim;12;3;4;80;2;28;2;2;22;2;11;13
RM567;47;46-55;Sim;Viaja_Frequentemente;719;Vendas;27;2;Ciências Humanas;1;785;2;Feminino;77;4;2;Vendas Executive;3;Solteiro;6397;5k-10k;10339;4;Sim;Sim;12;3;4;80;0;8;2;3;5;4;1;3
RM593;47;46-55;Não;Viaja_Raramente;202;Pesquisa e Desenvolvimento;2;2;Outro;1;820;3;Feminino;33;3;4;Manager;4;Casado;16752;15k+;12982;1;Sim;Sim;11;3;3;80;1;26;3;2;26;14;3;0
RM652;47;46-55;Não;Viaja_Raramente;249;Vendas;2;2;Marketing;1;903;3;Feminino;35;3;2;Vendas Executive;4;Casado;4537;Ate 5k;17783;0;Sim;Sim;22;4;1;80;1;8;2;3;7;6;7;7
RM666;47;46-55;Não;Viaja_Raramente;1454;Vendas;2;4;Ciências Humanas;1;925;4;Feminino;65;2;1;Representativo de Vendas;4;Solteiro;3294;Ate 5k;13137;1;Sim;Sim;18;3;1;80;0;3;3;2;3;2;1;2
RM708;47;46-55;Não;Viaja_Frequentemente;1379;Pesquisa e Desenvolvimento;16;4;Médica;1;987;3;Masculino;64;4;2;Diretor de Manufatura;3;Divorciado;5067;5k-10k;6759;1;Sim;Sim;19;3;3;80;0;20;3;4;19;10;2;7
RM720;47;46-55;Não;Viaja_Raramente;955;Vendas;4;2;Ciências Humanas;1;1003;4;Feminino;83;3;2;Vendas Executive;4;Solteiro;4163;Ate 5k;8571;1;Sim;Sim;17;3;3;80;0;9;0;3;9;0;0;7
RM1021;47;46-55;Não;Viaja_Raramente;465;Pesquisa e Desenvolvimento;1;3;Graduação Técnica;1;1438;1;Masculino;74;3;1;Cientista Pesquisador;4;Casado;3420;Ate 5k;10205;7;Sim;Não;12;3;3;80;1;17;2;2;6;5;1;2
RM1025;47;46-55;Não;Viaja_Raramente;359;Pesquisa e Desenvolvimento;2;4;Médica;1;1443;1;Feminino;82;3;4;Research Director;3;Casado;17169;15k+;26703;3;Sim;Não;19;3;2;80;2;26;2;4;20;17;5;6
RM1068;47;46-55;Não;Viaja_Raramente;571;Vendas;14;3;Médica;1;1503;3;Feminino;78;3;2;Vendas Executive;3;Casado;4591;Ate 5k;24200;3;Sim;Sim;17;3;3;80;1;11;4;2;5;4;1;2
RM1155;47;46-55;Não;Viaja_Raramente;1176;Recursos Humanos;26;4;Ciências Humanas;1;1625;4;Feminino;98;3;5;Manager;3;Casado;19658;15k+;5220;3;Sim;Não;11;3;3;80;1;27;2;3;5;2;1;0
RM1195;47;46-55;Não;Viaja_Raramente;1225;Vendas;2;4;Ciências Humanas;1;1676;2;Feminino;47;4;4;Manager;2;Divorciado;15972;15k+;21086;6;Sim;Não;14;3;3;80;3;29;2;3;3;2;1;2
RM1224;47;46-55;Sim;Viaja_Frequentemente;1093;Vendas;9;3;Ciências Humanas;1;1716;3;Masculino;82;1;4;Vendas Executive;3;Casado;12936;10k-15k;24164;7;Sim;Não;11;3;3;80;0;25;3;1;23;5;14;10
RM1235;47;46-55;Não;Não_Viaja;543;Vendas;2;4;Marketing;1;1731;3;Masculino;87;3;2;Vendas Executive;2;Casado;4978;Ate 5k;3536;7;Sim;Não;11;3;4;80;1;4;3;1;1;0;0;0
RM1304;47;46-55;Não;Viaja_Raramente;1001;Pesquisa e Desenvolvimento;4;3;Ciências Humanas;1;1827;3;Feminino;92;2;3;Diretor de Manufatura;2;Divorciado;10333;10k-15k;19271;8;Sim;Sim;12;3;3;80;1;28;4;3;22;11;14;10
RM1322;47;46-55;Não;Viaja_Raramente;207;Pesquisa e Desenvolvimento;9;4;Ciências Humanas;1;1856;2;Feminino;64;3;1;Técnico de laboratório;3;Solteiro;2105;Ate 5k;5411;4;Sim;Não;12;3;3;80;0;7;2;3;2;2;2;0
RM1371;47;46-55;Não;Não_Viaja;1169;Pesquisa e Desenvolvimento;14;4;Graduação Técnica;1;1934;3;Masculino;64;3;2;Cientista Pesquisador;2;Casado;5467;5k-10k;2125;8;Sim;Não;18;3;3;80;1;16;4;4;8;7;1;7
RM1415;47;46-55;Não;Viaja_Raramente;1180;Pesquisa e Desenvolvimento;25;3;Médica;1;1993;1;Masculino;84;3;3;Representante de saúde;3;Solteiro;8633;5k-10k;13084;2;Sim;Não;23;4;2;80;0;25;3;3;17;14;12;11
RM1422;47;46-55;Não;Não_Viaja;1162;Pesquisa e Desenvolvimento;1;1;Médica;1;2000;3;Feminino;98;3;3;Research Director;2;Casado;11957;10k-15k;17231;0;Sim;Não;18;3;1;80;2;14;3;1;13;8;5;12
RM051;48;46-55;Sim;Viaja_Raramente;626;Pesquisa e Desenvolvimento;1;2;Ciências Humanas;1;64;1;Masculino;98;2;3;Técnico de laboratório;3;Solteiro;5381;5k-10k;19294;9;Sim;Sim;13;3;4;80;0;23;2;3;1;0;0;0
RM353;48;46-55;Não;Viaja_Raramente;530;Vendas;29;1;Médica;1;473;1;Feminino;91;3;3;Manager;3;Casado;12504;10k-15k;23978;3;Sim;Não;21;4;2;80;1;15;3;1;0;0;0;0
RM445;48;46-55;Não;Viaja_Raramente;163;Vendas;2;5;Marketing;1;595;2;Feminino;37;3;2;Vendas Executive;4;Casado;4051;Ate 5k;19658;2;Sim;Não;14;3;1;80;1;14;2;3;9;7;6;7
RM493;48;46-55;Não;Viaja_Raramente;1236;Pesquisa e Desenvolvimento;1;4;Ciências Humanas;1;664;4;Feminino;40;2;4;Manager;1;Casado;15402;15k+;17997;7;Sim;Não;11;3;1;80;1;21;3;1;3;2;0;2
RM521;48;46-55;Não;Viaja_Raramente;817;Vendas;2;1;Marketing;1;712;2;Masculino;56;4;2;Vendas Executive;2;Casado;8120;5k-10k;18597;3;Sim;Não;12;3;4;80;0;12;3;3;2;2;2;2
RM679;48;46-55;Não;Viaja_Raramente;1469;Pesquisa e Desenvolvimento;20;4;Médica;1;945;4;Masculino;51;3;1;Cientista Pesquisador;3;Casado;2259;Ate 5k;5543;4;Sim;Não;17;3;1;80;2;13;2;2;0;0;0;0
RM736;48;46-55;Não;Viaja_Raramente;277;Pesquisa e Desenvolvimento;6;3;Ciências Humanas;1;1022;1;Masculino;97;2;2;Representante de saúde;3;Solteiro;4240;Ate 5k;13119;2;Sim;Não;13;3;4;80;0;19;0;3;2;2;2;2
RM737;48;46-55;Não;Viaja_Raramente;1355;Pesquisa e Desenvolvimento;4;4;Ciências Humanas;1;1024;3;Masculino;78;2;3;Representante de saúde;3;Solteiro;10999;10k-15k;22245;7;Sim;Não;14;3;2;80;0;27;3;3;15;11;4;8
RM805;48;46-55;Não;Não_Viaja;1262;Pesquisa e Desenvolvimento;1;4;Médica;1;1116;1;Masculino;35;4;4;Manager;4;Solteiro;16885;15k+;16154;2;Sim;Não;22;4;3;80;0;27;3;2;5;4;2;1
RM902;48;46-55;Não;Viaja_Raramente;969;Pesquisa e Desenvolvimento;2;2;Graduação Técnica;1;1258;4;Masculino;76;4;1;Técnico de laboratório;2;Solteiro;2559;Ate 5k;16620;5;Sim;Não;11;3;3;80;0;7;4;2;1;0;0;0
RM905;48;46-55;Não;Viaja_Raramente;715;Pesquisa e Desenvolvimento;1;3;Ciências Humanas;1;1263;4;Masculino;76;2;5;Research Director;4;Solteiro;18265;15k+;8733;6;Sim;Não;12;3;3;80;0;25;3;4;1;0;0;0
RM970;48;46-55;Não;Viaja_Raramente;855;Pesquisa e Desenvolvimento;4;3;Ciências Humanas;1;1363;4;Masculino;54;3;3;Diretor de Manufatura;4;Solteiro;7898;5k-10k;18706;1;Sim;Não;11;3;3;80;0;11;2;3;10;9;0;8
RM1039;48;46-55;Não;Viaja_Raramente;1221;Vendas;7;3;Marketing;1;1466;3;Masculino;96;3;2;Vendas Executive;1;Divorciado;5486;5k-10k;24795;4;Sim;Não;11;3;1;80;3;15;3;3;2;2;2;2
RM1104;48;46-55;Não;Viaja_Raramente;492;Vendas;16;4;Ciências Humanas;1;1557;3;Feminino;96;3;2;Vendas Executive;3;Divorciado;6439;5k-10k;13693;8;Sim;Não;14;3;3;80;1;18;2;3;8;7;7;7
RM1115;48;46-55;Não;Viaja_Raramente;1108;Pesquisa e Desenvolvimento;15;4;Outro;1;1576;3;Feminino;65;3;1;Cientista Pesquisador;1;Casado;2367;Ate 5k;16530;8;Sim;Não;12;3;4;80;1;10;3;2;8;2;7;6
RM1167;48;46-55;Não;Viaja_Frequentemente;365;Pesquisa e Desenvolvimento;4;5;Médica;1;1644;3;Masculino;89;2;4;Manager;4;Casado;15202;15k+;5602;2;Sim;Não;25;4;2;80;1;23;3;3;2;2;2;2
RM1205;48;46-55;Sim;Viaja_Frequentemente;708;Vendas;7;2;Médica;1;1691;4;Feminino;95;3;1;Representativo de Vendas;3;Casado;2655;Ate 5k;11740;2;Sim;Sim;11;3;3;80;2;19;3;3;9;7;7;7
RM1332;48;46-55;Não;Viaja_Raramente;1224;Pesquisa e Desenvolvimento;10;3;Ciências Humanas;1;1867;4;Masculino;91;2;5;Research Director;2;Casado;19665;15k+;13583;4;Sim;Não;12;3;4;80;0;29;3;3;22;10;12;9
RM1352;48;46-55;Não;Viaja_Frequentemente;117;Pesquisa e Desenvolvimento;22;3;Médica;1;1900;4;Feminino;58;3;4;Manager;4;Divorciado;17174;15k+;2437;3;Sim;Não;11;3;2;80;1;24;3;3;22;17;4;7
RM002;49;46-55;Não;Viaja_Frequentemente;279;Pesquisa e Desenvolvimento;8;1;Ciências Humanas;1;2;3;Masculino;61;2;2;Cientista Pesquisador;2;Casado;5130;5k-10k;24907;1;Sim;Não;23;4;4;80;1;10;3;3;10;7;1;7
RM130;49;46-55;Não;Viaja_Raramente;470;Pesquisa e Desenvolvimento;20;4;Médica;1;170;3;Feminino;96;3;2;Diretor de Manufatura;1;Casado;6567;5k-10k;5549;1;Sim;Não;14;3;3;80;0;16;2;2;15;11;5;11
RM202;49;46-55;Não;Não_Viaja;1002;Pesquisa e Desenvolvimento;18;4;Ciências Humanas;1;275;4;Masculino;92;3;2;Diretor de Manufatura;4;Divorciado;6804;5k-10k;23793;1;Sim;Sim;15;3;1;80;2;7;0;3;7;7;1;7
RM291;49;46-55;Não;Viaja_Frequentemente;636;Pesquisa e Desenvolvimento;10;4;Ciências Humanas;1;396;3;Feminino;35;3;5;Research Director;1;Solteiro;18665;15k+;25594;9;Sim;Sim;11;3;4;80;0;22;4;3;3;2;1;2
RM317;49;46-55;Não;Viaja_Raramente;1091;Pesquisa e Desenvolvimento;1;2;Graduação Técnica;1;431;3;Feminino;90;2;4;Representante de saúde;3;Solteiro;13964;10k-15k;17810;7;Sim;Sim;12;3;4;80;0;25;2;3;7;1;0;7
RM376;49;46-55;Não;Viaja_Raramente;1261;Pesquisa e Desenvolvimento;7;3;Outro;1;499;2;Masculino;31;2;3;Representante de saúde;3;Solteiro;10965;10k-15k;12066;8;Sim;Não;24;4;3;80;0;26;2;3;5;2;0;0
RM474;49;46-55;Não;Viaja_Raramente;1245;Pesquisa e Desenvolvimento;18;4;Ciências Humanas;1;638;4;Masculino;58;2;5;Research Director;3;Divorciado;19502;15k+;2125;1;Sim;Sim;17;3;3;80;1;31;5;3;31;9;0;9
RM608;49;46-55;Sim;Viaja_Raramente;1184;Vendas;11;3;Marketing;1;840;3;Feminino;43;3;3;Vendas Executive;4;Casado;7654;5k-10k;5860;1;Sim;Não;18;3;1;80;2;9;3;4;9;8;7;7
RM640;49;46-55;Não;Viaja_Raramente;1418;Pesquisa e Desenvolvimento;1;3;Graduação Técnica;1;887;3;Feminino;36;3;1;Cientista Pesquisador;1;Casado;3580;Ate 5k;10554;2;Sim;Não;16;3;2;80;1;7;2;3;4;2;0;2
RM678;49;46-55;Não;Viaja_Raramente;527;Pesquisa e Desenvolvimento;8;2;Outro;1;944;1;Feminino;51;3;3;Técnico de laboratório;2;Casado;7403;5k-10k;22477;4;Sim;Não;11;3;3;80;1;29;3;2;26;9;1;7
RM822;49;46-55;Não;Viaja_Raramente;174;Vendas;8;4;Graduação Técnica;1;1138;4;Masculino;56;2;4;Vendas Executive;2;Casado;13120;10k-15k;11879;6;Sim;Não;17;3;2;80;1;22;3;3;9;8;2;3
RM900;49;46-55;Não;Viaja_Raramente;1098;Pesquisa e Desenvolvimento;4;2;Médica;1;1256;1;Masculino;85;2;5;Manager;3;Casado;18711;15k+;12124;2;Sim;Não;13;3;3;80;1;23;2;4;1;0;0;0
RM1007;49;46-55;Sim;Viaja_Frequentemente;1475;Pesquisa e Desenvolvimento;28;2;Ciências Humanas;1;1420;1;Masculino;97;2;2;Técnico de laboratório;1;Solteiro;4284;Ate 5k;22710;3;Sim;Não;20;4;1;80;0;20;2;3;4;3;1;3
RM1045;49;46-55;Não;Viaja_Raramente;1495;Pesquisa e Desenvolvimento;5;4;Graduação Técnica;1;1473;1;Masculino;96;3;2;Representante de saúde;3;Casado;6651;5k-10k;21534;2;Sim;Não;14;3;2;80;1;20;0;2;3;2;1;2
RM1055;49;46-55;Não;Viaja_Raramente;1490;Pesquisa e Desenvolvimento;7;4;Ciências Humanas;1;1484;3;Masculino;35;3;3;Representante de saúde;2;Divorciado;10466;10k-15k;20948;3;Sim;Não;14;3;2;80;2;29;3;3;8;7;0;7
RM1072;49;46-55;Não;Viaja_Raramente;271;Pesquisa e Desenvolvimento;3;2;Médica;1;1509;3;Feminino;43;2;2;Técnico de laboratório;1;Casado;4789;Ate 5k;23070;4;Sim;Não;25;4;1;80;1;10;3;3;3;2;1;2
RM1148;49;46-55;Não;Viaja_Raramente;722;Pesquisa e Desenvolvimento;25;4;Ciências Humanas;1;1617;3;Feminino;84;3;1;Técnico de laboratório;1;Casado;3211;Ate 5k;22102;1;Sim;Não;14;3;4;80;1;10;3;2;9;6;1;4
RM1177;49;46-55;Não;Viaja_Raramente;301;Pesquisa e Desenvolvimento;22;4;Outro;1;1655;1;Feminino;72;3;4;Research Director;2;Casado;16413;15k+;3498;3;Sim;Não;16;3;2;80;2;27;2;3;4;2;1;2
RM1182;49;46-55;Não;Viaja_Raramente;465;Pesquisa e Desenvolvimento;6;1;Ciências Humanas;1;1661;3;Feminino;41;2;4;Representante de saúde;3;Casado;13966;10k-15k;11652;2;Sim;Sim;19;3;2;80;1;30;3;3;15;11;2;12
RM1193;49;46-55;Não;Viaja_Raramente;464;Pesquisa e Desenvolvimento;16;3;Médica;1;1674;4;Feminino;74;3;1;Técnico de laboratório;1;Divorciado;2587;Ate 5k;24941;4;Sim;Sim;16;3;2;80;1;17;2;2;2;2;2;2
RM1196;49;46-55;Não;Viaja_Raramente;809;Pesquisa e Desenvolvimento;1;3;Ciências Humanas;1;1677;3;Masculino;36;3;4;Manager;3;Solteiro;15379;15k+;22384;4;Sim;Não;14;3;1;80;0;23;2;3;8;7;0;0
RM1255;49;46-55;Não;Viaja_Raramente;1313;Vendas;11;4;Marketing;1;1757;4;Feminino;80;3;2;Vendas Executive;4;Solteiro;4507;Ate 5k;8191;3;Sim;Não;12;3;3;80;0;8;1;4;5;1;0;4
RM1378;49;46-55;Não;Viaja_Frequentemente;1064;Pesquisa e Desenvolvimento;2;1;Ciências Humanas;1;1941;2;Masculino;42;3;5;Research Director;4;Casado;19161;15k+;13738;3;Sim;Não;15;3;4;80;0;28;3;3;5;4;4;3
RM1469;49;46-55;Não;Viaja_Frequentemente;1023;Vendas;2;3;Médica;1;2065;4;Masculino;63;2;2;Vendas Executive;2;Casado;5390;5k-10k;13243;2;Sim;Não;14;3;4;80;0;17;3;2;9;6;0;8
RM1469;49;46-55;Não;Viaja_Frequentemente;1023;Vendas;2;3;Médica;1;2065;4;Masculino;63;2;2;Vendas Executive;2;Casado;5390;5k-10k;13243;2;Sim;Não;14;3;4;80;0;17;3;2;9;6;0;8
RM037;50;46-55;Sim;Viaja_Raramente;869;Vendas;3;2;Marketing;1;47;1;Masculino;86;2;1;Representativo de Vendas;3;Casado;2683;Ate 5k;3810;1;Sim;Sim;14;3;3;80;0;3;2;3;3;2;0;2
RM063;50;46-55;Não;Viaja_Raramente;989;Pesquisa e Desenvolvimento;7;2;Médica;1;80;2;Feminino;43;2;5;Research Director;3;Divorciado;18740;15k+;16701;5;Sim;Sim;12;3;4;80;1;29;2;2;27;3;13;8
RM107;50;46-55;Não;Viaja_Frequentemente;1115;Pesquisa e Desenvolvimento;1;3;Ciências Humanas;1;141;1;Feminino;73;3;5;Research Director;2;Casado;18172;15k+;9755;3;Sim;Sim;19;3;1;80;0;28;1;2;8;3;0;7
RM132;50;46-55;Não;Viaja_Frequentemente;809;Vendas;12;3;Marketing;1;174;3;Feminino;77;3;3;Vendas Executive;4;Solteiro;9208;5k-10k;6645;4;Sim;Não;11;3;4;80;0;16;3;3;2;2;2;1
RM166;50;46-55;Não;Viaja_Raramente;1452;Pesquisa e Desenvolvimento;11;3;Ciências Humanas;1;226;3;Feminino;53;3;5;Manager;2;Solteiro;19926;15k+;17053;3;Sim;Não;15;3;2;80;0;21;5;3;5;4;4;4
RM184;50;46-55;Não;Viaja_Raramente;328;Pesquisa e Desenvolvimento;1;3;Médica;1;249;3;Masculino;86;2;1;Técnico de laboratório;3;Casado;3690;Ate 5k;3425;2;Sim;Não;15;3;4;80;1;5;2;2;3;2;0;2
RM234;50;46-55;Não;Viaja_Raramente;854;Vendas;1;4;Médica;1;323;4;Feminino;68;3;5;Manager;4;Divorciado;19517;15k+;24118;3;Sim;Não;11;3;3;80;1;32;3;2;7;0;0;6
RM280;50;46-55;Não;Viaja_Raramente;797;Pesquisa e Desenvolvimento;4;1;Ciências Humanas;1;385;1;Masculino;96;3;5;Research Director;2;Divorciado;19144;15k+;15815;3;Sim;Não;14;3;1;80;2;28;4;2;10;4;1;6
RM368;50;46-55;Não;Viaja_Raramente;1046;Pesquisa e Desenvolvimento;10;3;Graduação Técnica;1;491;4;Masculino;100;2;3;Representante de saúde;4;Solteiro;10496;10k-15k;2755;6;Sim;Não;15;3;4;80;0;20;2;3;4;3;1;3
RM426;50;46-55;Não;Viaja_Raramente;1099;Pesquisa e Desenvolvimento;29;4;Ciências Humanas;1;569;2;Masculino;88;2;4;Manager;3;Casado;17046;15k+;9314;0;Sim;Não;15;3;2;80;1;28;2;3;27;10;15;7
RM478;50;46-55;Não;Viaja_Frequentemente;1246;Recursos Humanos;3;3;Médica;1;644;1;Masculino;99;3;5;Manager;2;Casado;18200;15k+;7999;1;Sim;Não;11;3;3;80;1;32;2;3;32;5;10;7
RM524;50;46-55;Não;Viaja_Raramente;1207;Pesquisa e Desenvolvimento;28;1;Médica;1;716;4;Masculino;74;4;1;Técnico de laboratório;3;Casado;3221;Ate 5k;3297;1;Sim;Sim;11;3;3;80;3;20;3;3;20;8;3;8
RM529;50;46-55;Sim;Viaja_Frequentemente;562;Vendas;8;2;Graduação Técnica;1;723;2;Masculino;50;3;2;Vendas Executive;3;Casado;6796;5k-10k;23452;3;Sim;Sim;14;3;1;80;1;18;4;3;4;3;1;3
RM540;50;46-55;Não;Viaja_Raramente;316;Vendas;8;4;Marketing;1;738;4;Masculino;54;3;1;Representativo de Vendas;2;Casado;3875;Ate 5k;9983;7;Sim;Não;15;3;4;80;1;4;2;3;2;2;2;2
RM589;50;46-55;Não;Viaja_Raramente;691;Pesquisa e Desenvolvimento;2;3;Médica;1;815;3;Masculino;64;3;4;Research Director;3;Casado;17639;15k+;6881;5;Sim;Não;16;3;4;80;0;30;3;3;4;3;0;3
RM654;50;46-55;Não;Não_Viaja;881;Pesquisa e Desenvolvimento;2;4;Ciências Humanas;1;905;1;Masculino;98;3;4;Manager;1;Divorciado;17924;15k+;4544;1;Sim;Não;11;3;4;80;1;31;3;3;31;6;14;7
RM715;50;46-55;Não;Viaja_Raramente;1126;Pesquisa e Desenvolvimento;1;2;Médica;1;997;4;Masculino;66;3;4;Research Director;4;Divorciado;17399;15k+;6615;9;Sim;Não;22;4;3;80;1;32;1;2;5;4;1;3
RM722;50;46-55;Não;Viaja_Raramente;939;Pesquisa e Desenvolvimento;24;3;Ciências Humanas;1;1005;4;Masculino;95;3;4;Diretor de Manufatura;3;Casado;13973;10k-15k;4161;3;Sim;Sim;18;3;4;80;1;22;2;3;12;11;1;5
RM743;50;46-55;Não;Viaja_Raramente;804;Pesquisa e Desenvolvimento;9;3;Ciências Humanas;1;1030;1;Masculino;64;3;1;Técnico de laboratório;4;Casado;2380;Ate 5k;20165;4;Sim;Não;18;3;2;80;0;8;5;3;1;0;0;0
RM752;50;46-55;Não;Não_Viaja;145;Vendas;1;3;Ciências Humanas;1;1040;4;Feminino;95;3;2;Vendas Executive;3;Casado;6347;5k-10k;24920;0;Sim;Não;12;3;1;80;1;19;3;3;18;7;0;13
RM767;50;46-55;Não;Viaja_Raramente;1464;Pesquisa e Desenvolvimento;2;4;Médica;1;1061;2;Masculino;62;3;5;Research Director;3;Casado;19237;15k+;12853;2;Sim;Sim;11;3;4;80;1;29;2;2;8;1;7;7
RM802;50;46-55;Sim;Viaja_Frequentemente;959;Vendas;1;4;Outro;1;1113;4;Masculino;81;3;2;Vendas Executive;3;Solteiro;4728;Ate 5k;17251;3;Sim;Sim;14;3;4;80;0;5;4;3;0;0;0;0
RM868;50;46-55;Não;Viaja_Frequentemente;1421;Pesquisa e Desenvolvimento;2;3;Médica;1;1215;4;Feminino;30;3;4;Manager;1;Casado;17856;15k+;9490;2;Sim;Não;22;4;3;80;1;32;3;3;2;2;2;2
RM946;50;46-55;Não;Viaja_Raramente;1322;Pesquisa e Desenvolvimento;28;3;Ciências Humanas;1;1317;4;Feminino;43;3;4;Research Director;1;Casado;16880;15k+;22422;4;Sim;Sim;11;3;2;80;0;25;2;3;3;2;1;2
RM1087;50;46-55;Não;Viaja_Frequentemente;333;Pesquisa e Desenvolvimento;22;5;Médica;1;1539;3;Masculino;88;1;4;Research Director;4;Solteiro;14411;10k-15k;24450;1;Sim;Sim;13;3;4;80;0;32;2;3;32;6;13;9
RM1127;50;46-55;Não;Viaja_Raramente;264;Vendas;9;3;Marketing;1;1591;3;Masculino;59;3;5;Manager;3;Casado;19331;15k+;19519;4;Sim;Sim;16;3;3;80;1;27;2;3;1;0;0;0
RM1139;50;46-55;Não;Viaja_Frequentemente;1234;Pesquisa e Desenvolvimento;20;5;Médica;1;1606;2;Masculino;41;3;4;Representante de saúde;3;Casado;11245;10k-15k;20689;2;Sim;Sim;15;3;3;80;1;32;3;3;30;8;12;13
RM1178;50;46-55;Não;Viaja_Raramente;813;Pesquisa e Desenvolvimento;17;5;Ciências Humanas;1;1656;4;Feminino;50;2;3;Research Director;1;Divorciado;13269;10k-15k;21981;5;Sim;Não;15;3;3;80;3;19;3;3;14;11;1;11
RM1453;50;46-55;Sim;Viaja_Frequentemente;878;Vendas;1;4;Ciências Humanas;1;2044;2;Masculino;94;3;2;Vendas Executive;3;Divorciado;6728;5k-10k;14255;7;Sim;Não;12;3;4;80;2;12;3;3;6;3;0;1
RM1462;50;46-55;Sim;Viaja_Raramente;410;Vendas;28;3;Marketing;1;2055;4;Masculino;39;2;3;Vendas Executive;1;Divorciado;10854;10k-15k;16586;4;Sim;Sim;13;3;2;80;1;20;3;3;3;2;2;0
RM1462;50;46-55;Sim;Viaja_Raramente;410;Vendas;28;3;Marketing;1;2055;4;Masculino;39;2;3;Vendas Executive;1;Divorciado;10854;10k-15k;16586;4;Sim;Sim;13;3;2;80;1;20;3;3;3;2;2;0
RM088;51;46-55;Não;Viaja_Raramente;432;Pesquisa e Desenvolvimento;9;4;Ciências Humanas;1;116;4;Masculino;96;3;1;Técnico de laboratório;4;Casado;2075;Ate 5k;18725;3;Sim;Não;23;4;2;80;2;10;4;3;4;2;0;3
RM092;51;46-55;Não;Viaja_Raramente;632;Vendas;21;4;Marketing;1;120;3;Masculino;71;3;2;Vendas Executive;4;Solteiro;5441;5k-10k;8423;0;Sim;Sim;22;4;4;80;0;11;2;1;10;7;1;0
RM111;51;46-55;Não;Viaja_Frequentemente;1456;Pesquisa e Desenvolvimento;1;4;Médica;1;145;1;Feminino;30;2;3;Representante de saúde;1;Solteiro;7484;5k-10k;25796;3;Sim;Não;20;4;3;80;0;23;1;2;13;12;12;8
RM124;51;46-55;Não;Viaja_Raramente;684;Pesquisa e Desenvolvimento;6;3;Ciências Humanas;1;162;1;Masculino;51;3;5;Research Director;3;Solteiro;19537;15k+;6462;7;Sim;Não;13;3;3;80;0;23;5;3;20;18;15;15
RM137;51;46-55;Sim;Viaja_Frequentemente;1150;Pesquisa e Desenvolvimento;8;4;Ciências Humanas;1;179;1;Masculino;53;1;3;Diretor de Manufatura;4;Solteiro;10650;10k-15k;25150;2;Sim;Não;15;3;4;80;0;18;2;3;4;2;0;3
RM157;51;46-55;Não;Viaja_Raramente;1169;Pesquisa e Desenvolvimento;7;4;Médica;1;211;2;Masculino;34;2;2;Diretor de Manufatura;3;Casado;6132;5k-10k;13983;2;Sim;Não;17;3;3;80;0;10;2;3;1;0;0;0
RM190;51;46-55;Não;Viaja_Raramente;313;Pesquisa e Desenvolvimento;3;3;Médica;1;258;4;Feminino;98;3;4;Representante de saúde;2;Solteiro;13734;10k-15k;7192;3;Sim;Não;18;3;3;80;0;21;6;3;7;7;1;0
